quarter,time,score,team,description
3,2:49.0,78-82,Cavaliers,D. Schröder makes free throw 2 of 2
3,2:32.0,78-84,Nuggets,J. Murray makes 2-pt jump shot from 7 ft
3,2:16.0,78-84,Cavaliers,D. Schröder misses 3-pt jump shot from 25 ft
3,2:16.0,78-84,Cavaliers,Offensive rebound by Team
3,2:16.0,78-84,Nuggets,Loose ball foul by B. Brown (drawn by T. Bryant)
3,2:16.0,79-84,Cavaliers,T. Bryant makes free throw 1 of 2
3,2:16.0,79-84,Nuggets,J. Strawther enters the game for B. Brown
3,2:16.0,80-84,Cavaliers,T. Bryant makes free throw 2 of 2
3,2:04.0,80-84,Nuggets,Personal foul by D. Schröder (drawn by J. Murray)
3,2:04.0,80-85,Nuggets,J. Murray makes free throw 1 of 2
3,2:04.0,80-86,Nuggets,J. Murray makes free throw 2 of 2
3,1:53.0,83-86,Cavaliers,D. Mitchell makes 3-pt jump shot from 26 ft (assist by D. Schröder)
3,1:35.0,83-86,Nuggets,J. Strawther misses 2-pt jump shot from 10 ft
3,1:33.0,83-86,Nuggets,Offensive rebound by J. Valančiūnas
3,1:31.0,83-86,Nuggets,Shooting foul by T. Bryant (drawn by J. Valančiūnas)
3,1:31.0,83-87,Nuggets,J. Valančiūnas makes free throw 1 of 2
3,1:31.0,83-88,Nuggets,J. Valančiūnas makes free throw 2 of 2
3,1:25.0,83-88,Cavaliers,Personal foul by C. Braun (drawn by D. Mitchell)
3,1:25.0,84-88,Cavaliers,D. Mitchell makes free throw 1 of 2
3,1:25.0,84-88,Nuggets,J. Pickett enters the game for C. Braun
3,1:25.0,85-88,Cavaliers,D. Mitchell makes free throw 2 of 2
3,1:12.0,85-88,Nuggets,Offensive foul by J. Strawther (drawn by D. Mitchell)
3,1:12.0,85-88,Nuggets,Turnover by J. Strawther (offensive foul)
3,0:58.0,87-88,Cavaliers,D. Mitchell makes 2-pt hook shot from 7 ft
3,0:44.0,87-90,Nuggets,J. Murray makes 2-pt jump shot from 7 ft
3,0:40.0,87-90,Cavaliers,Offensive foul by D. Schröder (drawn by T. Hardaway)
3,0:40.0,87-90,Cavaliers,Turnover by D. Schröder (offensive foul)
