quarter,time,score,team,description
3,6:23.0,77-66,76ers,Q. Grimes misses 3-pt jump shot from 23 ft
3,6:20.0,77-66,Mavericks,Defensive rebound by K. Thompson
3,6:10.0,77-66,Mavericks,K. Thompson misses 3-pt jump shot from 25 ft
3,6:08.0,77-66,76ers,Defensive rebound by Q. Grimes
3,5:58.0,77-66,76ers,V. Edgecombe misses 3-pt jump shot from 23 ft
3,5:55.0,77-66,Mavericks,Defensive rebound by C. Flagg
3,5:50.0,77-66,Mavericks,K. Thompson misses 3-pt jump shot from 24 ft
3,5:48.0,77-66,Mavericks,Offensive rebound by K. Thompson
3,5:47.0,77-66,Mavericks,P. Washington misses 3-pt jump shot from 27 ft
3,5:44.0,77-66,76ers,Defensive rebound by V. Edgecombe
3,5:34.0,77-66,76ers,J. Embiid misses 3-pt jump shot from 26 ft
3,5:32.0,77-66,Mavericks,Defensive rebound by Team
3,5:32.0,77-66,Mavericks,B. Williams enters the game for C. Flagg
3,5:21.0,77-66,Mavericks,Shooting foul by D. Barlow (drawn by P. Washington)
3,5:21.0,77-67,Mavericks,P. Washington makes free throw 1 of 2
3,5:21.0,77-68,Mavericks,P. Washington makes free throw 2 of 2
3,5:06.0,77-68,76ers,Turnover by J. Embiid (bad pass; steal by K. Thompson)
3,5:00.0,77-68,Mavericks,B. Williams misses 2-pt layup from 2 ft
3,4:59.0,77-68,76ers,Defensive rebound by J. Embiid
3,4:56.0,80-68,76ers,T. Maxey makes 3-pt jump shot from 25 ft
3,4:43.0,80-70,Mavericks,N. Marshall makes 2-pt jump shot from 5 ft (assist by B. Williams)
3,4:27.0,80-70,76ers,T. Maxey misses 3-pt jump shot from 27 ft
3,4:25.0,80-70,Mavericks,Defensive rebound by A. Davis
3,4:21.0,80-70,Mavericks,Shooting foul by V. Edgecombe (drawn by B. Williams)
3,4:21.0,80-71,Mavericks,B. Williams makes free throw 1 of 2
3,4:21.0,80-71,76ers,A. Bona enters the game for D. Barlow
3,4:21.0,80-71,76ers,P. George enters the game for V. Edgecombe
3,4:21.0,80-71,76ers,J. McCain enters the game for J. Embiid
3,4:21.0,80-71,Mavericks,D. Gafford enters the game for A. Davis
3,4:21.0,80-72,Mavericks,B. Williams makes free throw 2 of 2
3,4:12.0,82-72,76ers,T. Maxey makes 2-pt layup from 3 ft
3,3:52.0,82-72,Mavericks,K. Thompson misses 2-pt layup from 1 ft
3,3:49.0,82-72,76ers,Defensive rebound by P. George
3,3:46.0,82-72,76ers,J. McCain misses 3-pt jump shot from 23 ft
3,3:42.0,82-72,Mavericks,Defensive rebound by B. Williams
3,3:38.0,82-74,Mavericks,D. Gafford makes 2-pt jump shot from 5 ft (assist by K. Thompson)
3,3:18.0,84-74,76ers,T. Maxey makes 2-pt layup from 3 ft (assist by P. George)
3,3:05.0,84-74,Mavericks,K. Thompson misses 3-pt jump shot from 25 ft
3,3:02.0,84-74,76ers,Defensive rebound by T. Maxey
3,2:52.0,84-74,76ers,A. Bona misses 2-pt layup from 4 ft
3,2:49.0,84-74,76ers,Offensive rebound by A. Bona
3,2:49.0,86-74,76ers,A. Bona makes 2-pt layup at rim
3,2:39.0,86-74,Mavericks,Personal foul by P. George (drawn by B. Williams)
3,2:39.0,86-74,Mavericks,Dallas full timeout
3,2:39.0,86-74,76ers,V. Edgecombe enters the game for A. Bona
3,2:39.0,86-74,76ers,J. Embiid enters the game for T. Maxey
3,2:39.0,86-74,Mavericks,C. Flagg enters the game for K. Thompson
3,2:39.0,86-74,Mavericks,J. Hardy enters the game for P. Washington
3,2:31.0,86-74,Mavericks,C. Flagg misses 2-pt jump shot from 16 ft
3,2:28.0,86-74,76ers,Defensive rebound by P. George
3,2:27.0,86-74,76ers,Turnover by P. George (lost ball; steal by D. Gafford)
3,2:23.0,86-74,Mavericks,C. Flagg misses 2-pt layup from 3 ft
3,2:23.0,86-74,Mavericks,Offensive rebound by Team
3,2:21.0,86-74,Mavericks,J. Hardy misses 3-pt jump shot from 23 ft
3,2:18.0,86-74,Mavericks,Offensive rebound by B. Williams
3,2:17.0,86-74,Mavericks,Personal foul by Q. Grimes (drawn by D. Gafford)
3,2:17.0,86-75,Mavericks,D. Gafford makes free throw 1 of 2
3,2:17.0,86-76,Mavericks,D. Gafford makes free throw 2 of 2
3,2:06.0,86-76,76ers,Turnover by P. George (bad pass; steal by D. Gafford)
