quarter,time,score,team,description
2,8:16.0,28-41,76ers,T. Maxey enters the game for Q. Grimes
2,8:05.0,28-41,Hornets,L. Ball misses 3-pt jump shot from 22 ft
2,8:02.0,28-41,76ers,Defensive rebound by A. Drummond
2,7:52.0,28-41,76ers,T. Maxey misses 3-pt jump shot from 27 ft
2,7:43.0,28-41,Hornets,Defensive rebound by B. Miller
2,7:39.0,28-44,Hornets,M. Bridges makes 3-pt jump shot from 26 ft (assist by J. Green)
2,7:18.0,28-44,76ers,Turnover by K. Oubre (lost ball; steal by J. Green)
2,7:16.0,28-44,Hornets,Shooting foul by V. Edgecombe (drawn by J. Green)
2,7:16.0,28-44,Hornets,S. James enters the game for L. Ball
2,7:16.0,28-45,Hornets,J. Green makes free throw 1 of 2
2,7:16.0,28-46,Hornets,J. Green makes free throw 2 of 2
2,7:02.0,28-46,76ers,V. Edgecombe misses 2-pt jump shot from 8 ft
2,6:59.0,28-46,Hornets,Defensive rebound by B. Miller
2,6:54.0,28-46,Hornets,M. Bridges misses 3-pt jump shot from 28 ft
2,6:50.0,28-46,76ers,Defensive rebound by T. Maxey
2,6:42.0,28-46,76ers,K. Oubre misses 3-pt jump shot from 23 ft
2,6:38.0,28-46,Hornets,Defensive rebound by M. Bridges
2,6:22.0,28-46,Hornets,Turnover by B. Miller (bad pass; steal by V. Edgecombe)
2,6:18.0,28-46,76ers,Shooting foul by S. James (drawn by D. Barlow)
2,6:18.0,28-46,76ers,D. Barlow misses free throw 1 of 2
2,6:18.0,28-46,76ers,Offensive rebound by Team
2,6:18.0,28-46,Hornets,K. Knueppel enters the game for S. James
2,6:18.0,29-46,76ers,D. Barlow makes free throw 2 of 2
2,6:05.0,29-49,Hornets,B. Miller makes 3-pt jump shot from 28 ft (assist by M. Bridges)
2,5:43.0,29-49,76ers,K. Oubre misses 2-pt jump shot from 9 ft
2,5:42.0,29-49,76ers,Offensive rebound by A. Drummond
2,5:42.0,29-49,76ers,Personal foul by M. Bridges (drawn by A. Drummond)
2,5:42.0,29-49,Hornets,R. Kalkbrenner enters the game for M. Diabaté
2,5:42.0,29-49,Hornets,C. Sexton enters the game for J. Green
2,5:36.0,32-49,76ers,V. Edgecombe makes 3-pt jump shot from 25 ft (assist by T. Maxey)
2,5:12.0,32-49,Hornets,M. Bridges misses 2-pt jump shot from 9 ft (block by A. Drummond)
2,5:06.0,32-49,Hornets,Offensive rebound by K. Knueppel
2,5:04.0,32-49,Hornets,K. Knueppel misses 3-pt jump shot from 23 ft
2,5:04.0,32-49,76ers,Defensive rebound by A. Drummond
2,5:04.0,34-49,76ers,V. Edgecombe makes 2-pt dunk from 2 ft (assist by T. Maxey)
2,5:04.0,34-49,Hornets,Charlotte full timeout
2,5:04.0,34-49,76ers,A. Bona enters the game for D. Barlow
2,5:04.0,34-49,76ers,T. Watford enters the game for A. Drummond
2,4:54.0,34-51,Hornets,R. Kalkbrenner makes 2-pt dunk from 4 ft (assist by C. Sexton)
2,4:37.0,34-51,76ers,T. Maxey misses 2-pt jump shot from 14 ft
2,4:34.0,34-51,Hornets,Defensive rebound by K. Knueppel
2,4:27.0,34-51,Hornets,C. Sexton misses 3-pt jump shot from 26 ft
2,4:23.0,34-51,76ers,Defensive rebound by V. Edgecombe
2,4:17.0,34-51,76ers,T. Watford misses 2-pt jump shot from 8 ft
2,4:13.0,34-51,Hornets,Defensive rebound by K. Knueppel
2,4:07.0,34-51,Hornets,Turnover by K. Knueppel (lost ball; steal by K. Oubre)
2,3:54.0,37-51,76ers,K. Oubre makes 3-pt jump shot from 24 ft (assist by T. Maxey)
2,3:38.0,37-53,Hornets,C. Sexton makes 2-pt jump shot from 11 ft
2,3:21.0,37-53,76ers,T. Watford misses 2-pt jump shot from 12 ft
2,3:17.0,37-53,Hornets,Defensive rebound by R. Kalkbrenner
2,3:03.0,37-55,Hornets,M. Bridges makes 2-pt hook shot from 7 ft
2,2:49.0,37-55,76ers,V. Edgecombe misses 2-pt jump shot from 21 ft
2,2:46.0,37-55,Hornets,Defensive rebound by K. Knueppel
2,2:42.0,37-58,Hornets,K. Knueppel makes 3-pt jump shot from 28 ft (assist by C. Sexton)
2,2:31.0,37-58,76ers,T. Maxey misses 2-pt jump shot from 8 ft
2,2:30.0,37-58,76ers,Offensive rebound by T. Maxey
2,2:30.0,37-58,76ers,T. Maxey misses 2-pt layup from 3 ft
2,2:29.0,37-58,Hornets,Defensive rebound by K. Knueppel
2,2:25.0,37-58,Hornets,Shooting foul by V. Edgecombe (drawn by B. Miller)
2,2:25.0,37-59,Hornets,B. Miller makes free throw 1 of 2
2,2:25.0,37-59,76ers,Q. Grimes enters the game for V. Edgecombe
2,2:25.0,37-59,Hornets,L. Ball enters the game for M. Bridges
2,2:25.0,37-59,Hornets,G. Williams enters the game for K. Knueppel
2,2:25.0,37-60,Hornets,B. Miller makes free throw 2 of 2
2,2:22.0,37-60,76ers,Personal foul by C. Sexton (drawn by T. Maxey)
2,2:22.0,37-60,76ers,Turnover by T. Maxey (lost ball; steal by B. Miller)
2,1:53.0,37-63,Hornets,C. Sexton makes 3-pt jump shot from 28 ft (assist by L. Ball)
2,1:46.0,37-63,76ers,Philadelphia full timeout
2,1:46.0,37-63,76ers,Technical foul by N. Nurse
2,1:46.0,37-64,Hornets,L. Ball makes technical free throw
2,1:40.0,37-64,76ers,K. Oubre misses 3-pt jump shot from 23 ft
2,1:36.0,37-64,Hornets,Defensive rebound by C. Sexton
2,1:34.0,37-64,Hornets,Shooting foul by Q. Grimes (drawn by G. Williams)
2,1:34.0,37-64,Hornets,G. Williams misses free throw 1 of 2
2,1:34.0,37-64,Hornets,Offensive rebound by Team
2,1:34.0,37-65,Hornets,G. Williams makes free throw 2 of 2
2,1:25.0,37-65,76ers,T. Watford misses 2-pt dunk from 5 ft (block by R. Kalkbrenner)
2,1:16.0,37-65,Hornets,Defensive rebound by C. Sexton
2,1:15.0,37-67,Hornets,B. Miller makes 2-pt dunk from 4 ft (assist by L. Ball)
2,1:08.0,37-67,76ers,Shooting foul by R. Kalkbrenner (drawn by Q. Grimes)
2,1:08.0,38-67,76ers,Q. Grimes makes free throw 1 of 2
2,1:08.0,38-67,76ers,Q. Grimes misses free throw 2 of 2
2,1:05.0,38-67,Hornets,Defensive rebound by R. Kalkbrenner
2,1:01.0,38-67,Hornets,G. Williams misses 2-pt layup from 3 ft
2,0:58.0,38-67,76ers,Defensive rebound by T. Watford
2,0:54.0,38-67,76ers,Q. Grimes misses 3-pt jump shot from 26 ft
2,0:51.0,38-67,Hornets,Defensive rebound by R. Kalkbrenner
2,0:44.0,38-67,Hornets,C. Sexton misses 3-pt jump shot from 27 ft
2,0:40.0,38-67,Hornets,Offensive rebound by L. Ball
2,0:40.0,38-69,Hornets,L. Ball makes 2-pt layup from 3 ft
2,0:33.0,40-69,76ers,K. Oubre makes 2-pt layup from 4 ft (assist by T. Maxey)
2,0:33.0,40-69,76ers,Shooting foul by G. Williams (drawn by K. Oubre)
2,0:33.0,41-69,76ers,K. Oubre makes free throw 1 of 1
2,0:19.0,41-69,Hornets,Offensive foul by C. Sexton (drawn by Q. Grimes)
2,0:19.0,41-69,Hornets,Turnover by C. Sexton (offensive foul)
2,0:19.0,41-69,76ers,J. Walker enters the game for A. Bona
2,0:19.0,41-69,Hornets,M. Diabaté enters the game for L. Ball
2,0:19.0,41-69,Hornets,S. James enters the game for R. Kalkbrenner
2,0:19.0,41-69,Hornets,K. Knueppel enters the game for C. Sexton
2,0:04.0,41-69,76ers,Shooting foul by G. Williams (drawn by T. Watford)
2,0:04.0,41-69,76ers,T. Watford misses free throw 1 of 2
2,0:04.0,41-69,76ers,Offensive rebound by Team
2,0:04.0,41-69,76ers,A. Bona enters the game for J. Walker
2,0:04.0,41-69,Hornets,L. Ball enters the game for S. James
2,0:04.0,41-69,76ers,Violation by Team (delay of game)
2,0:04.0,42-69,76ers,T. Watford makes free throw 2 of 2
2,0:02.0,42-69,Hornets,Turnover by G. Williams (bad pass; steal by A. Bona)
2,0:00.0,44-69,76ers,T. Watford makes 2-pt layup from 5 ft (assist by Q. Grimes)
3,11:37.0,44-72,Hornets,B. Miller makes 3-pt jump shot from 23 ft (assist by M. Bridges)
3,11:25.0,44-72,76ers,V. Edgecombe misses 2-pt layup from 4 ft
3,11:25.0,44-72,76ers,Offensive rebound by A. Drummond
3,11:25.0,44-72,76ers,Shooting foul by M. Bridges (drawn by A. Drummond)
3,11:25.0,44-72,76ers,A. Drummond misses free throw 1 of 2
3,11:25.0,44-72,76ers,Offensive rebound by Team
3,11:25.0,44-72,76ers,A. Drummond misses free throw 2 of 2
3,11:24.0,44-72,76ers,Offensive rebound by Team
3,11:17.0,44-72,76ers,V. Edgecombe misses 3-pt jump shot from 27 ft
3,11:14.0,44-72,Hornets,Defensive rebound by B. Miller
3,11:08.0,44-72,Hornets,K. Knueppel misses 3-pt jump shot from 27 ft
3,11:04.0,44-72,Hornets,Offensive rebound by M. Bridges
3,10:56.0,44-72,Hornets,L. Ball misses 3-pt jump shot from 25 ft
3,10:52.0,44-72,76ers,Defensive rebound by V. Edgecombe
3,10:48.0,44-72,76ers,K. Oubre misses 3-pt jump shot from 27 ft
3,10:46.0,44-72,Hornets,Defensive rebound by K. Knueppel
3,10:31.0,44-72,Hornets,Turnover by L. Ball (bad pass)
3,10:21.0,44-72,76ers,T. Maxey misses 3-pt jump shot from 27 ft
3,10:19.0,44-72,Hornets,Defensive rebound by Team
3,10:04.0,44-75,Hornets,B. Miller makes 3-pt jump shot from 26 ft
3,9:53.0,44-75,76ers,Offensive foul by A. Drummond (drawn by B. Miller)
3,9:53.0,44-75,76ers,Turnover by A. Drummond (offensive foul)
3,9:40.0,44-78,Hornets,B. Miller makes 3-pt jump shot from 25 ft (assist by K. Knueppel)
3,9:39.0,44-78,76ers,Philadelphia full timeout
3,9:21.0,46-78,76ers,T. Maxey makes 2-pt layup from 4 ft
3,9:09.0,46-78,Hornets,B. Miller misses 3-pt jump shot from 25 ft
3,9:06.0,46-78,Hornets,Offensive rebound by Team
3,9:05.0,46-78,Hornets,Shooting foul by D. Barlow (drawn by M. Bridges)
3,9:05.0,46-79,Hornets,M. Bridges makes free throw 1 of 2
3,9:05.0,46-79,Hornets,Turnover by M. Diabaté (turnover)
3,8:45.0,46-79,76ers,Shooting foul by M. Bridges (drawn by V. Edgecombe)
3,8:45.0,47-79,76ers,V. Edgecombe makes free throw 1 of 2
3,8:45.0,47-79,Hornets,G. Williams enters the game for M. Bridges
3,8:45.0,48-79,76ers,V. Edgecombe makes free throw 2 of 2
3,8:29.0,48-82,Hornets,L. Ball makes 3-pt jump shot from 27 ft (assist by K. Knueppel)
3,8:15.0,50-82,76ers,T. Maxey makes 2-pt layup from 7 ft
3,7:59.0,50-85,Hornets,G. Williams makes 3-pt jump shot from 23 ft (assist by K. Knueppel)
3,7:39.0,50-85,76ers,Turnover by V. Edgecombe (bad pass; steal by L. Ball)
3,7:36.0,50-87,Hornets,K. Knueppel makes 2-pt layup from 3 ft (assist by B. Miller)
3,7:36.0,50-87,76ers,Violation by Team (def goaltending)
3,7:18.0,52-87,76ers,K. Oubre makes 2-pt layup from 6 ft
3,7:18.0,52-87,76ers,Shooting foul by M. Diabaté (drawn by K. Oubre)
3,7:18.0,53-87,76ers,K. Oubre makes free throw 1 of 1
3,7:03.0,53-87,Hornets,L. Ball misses 2-pt jump shot from 6 ft
3,7:01.0,53-87,Hornets,Offensive rebound by M. Diabaté
3,6:55.0,53-90,Hornets,B. Miller makes 3-pt jump shot from 25 ft (assist by L. Ball)
3,6:42.0,53-90,76ers,D. Barlow misses 2-pt jump shot from 6 ft
3,6:42.0,53-90,Hornets,Defensive rebound by K. Knueppel
3,6:24.0,53-90,Hornets,G. Williams misses 3-pt jump shot from 26 ft
3,6:23.0,53-90,Hornets,Offensive rebound by Team
3,6:23.0,53-90,76ers,Loose ball foul by A. Drummond (drawn by M. Diabaté)
3,6:23.0,53-90,76ers,A. Bona enters the game for D. Barlow
3,6:23.0,53-90,76ers,J. Edwards enters the game for A. Drummond
3,6:23.0,53-90,Hornets,J. Green enters the game for K. Knueppel
3,6:14.0,53-90,Hornets,M. Diabaté misses 2-pt hook shot from 6 ft
3,6:14.0,53-90,Hornets,Offensive rebound by M. Diabaté
3,6:14.0,53-92,Hornets,M. Diabaté makes 2-pt layup at rim
3,6:14.0,53-92,Hornets,Shooting foul by A. Bona (drawn by M. Diabaté)
3,6:14.0,53-92,Hornets,M. Diabaté misses free throw 1 of 1
3,6:11.0,53-92,Hornets,Offensive rebound by G. Williams
3,6:11.0,53-92,Hornets,Personal foul by V. Edgecombe (drawn by G. Williams)
3,6:11.0,53-92,Hornets,Offensive foul by L. Ball (drawn by V. Edgecombe)
3,6:11.0,53-92,Hornets,Turnover by L. Ball (offensive foul)
3,5:56.0,55-92,76ers,A. Bona makes 2-pt dunk from 3 ft (assist by T. Maxey)
3,5:35.0,55-94,Hornets,B. Miller makes 2-pt jump shot from 7 ft
3,5:21.0,55-94,76ers,T. Maxey misses 2-pt jump shot from 7 ft
3,5:19.0,55-94,Hornets,Defensive rebound by B. Miller
3,5:15.0,55-97,Hornets,G. Williams makes 3-pt jump shot from 23 ft (assist by J. Green)
3,5:15.0,55-97,Hornets,Shooting foul by J. Edwards (drawn by G. Williams)
3,5:15.0,55-97,Hornets,Instant Replay
3,5:15.0,55-97,76ers,Q. Grimes enters the game for V. Edgecombe
3,5:15.0,55-97,76ers,J. McCain enters the game for T. Maxey
3,5:15.0,55-97,76ers,T. Watford enters the game for K. Oubre
3,5:15.0,55-97,Hornets,S. James enters the game for L. Ball
3,5:15.0,55-97,Hornets,R. Kalkbrenner enters the game for M. Diabaté
3,5:15.0,55-97,Hornets,G. Williams misses free throw 1 of 1
3,5:13.0,55-97,76ers,Defensive rebound by A. Bona
3,5:02.0,55-97,76ers,Turnover by J. McCain (bad pass)
3,4:47.0,55-99,Hornets,B. Miller makes 2-pt jump shot from 9 ft
3,4:23.0,55-99,76ers,J. Edwards misses 3-pt jump shot from 26 ft
3,4:20.0,55-99,Hornets,Defensive rebound by S. James
3,4:13.0,55-99,Hornets,Personal foul by T. Watford (drawn by R. Kalkbrenner)
3,4:13.0,55-99,Hornets,R. Kalkbrenner misses free throw 1 of 2
3,4:13.0,55-99,Hornets,Offensive rebound by Team
3,4:13.0,55-99,Hornets,R. Kalkbrenner misses free throw 2 of 2
3,4:10.0,55-99,76ers,Defensive rebound by T. Watford
3,4:03.0,55-99,76ers,Q. Grimes misses 3-pt jump shot from 27 ft
3,4:00.0,55-99,Hornets,Defensive rebound by G. Williams
3,3:44.0,55-99,Hornets,Shooting foul by J. Edwards (drawn by B. Miller)
3,3:44.0,55-100,Hornets,B. Miller makes free throw 1 of 3
3,3:44.0,55-101,Hornets,B. Miller makes free throw 2 of 3
3,3:44.0,55-102,Hornets,B. Miller makes free throw 3 of 3
3,3:27.0,55-102,76ers,T. Watford misses 2-pt jump shot from 7 ft (block by R. Kalkbrenner)
3,3:24.0,55-102,Hornets,Defensive rebound by B. Miller
3,3:19.0,55-104,Hornets,J. Green makes 2-pt layup from 4 ft (assist by S. James)
3,2:57.0,57-104,76ers,J. McCain makes 2-pt layup from 7 ft
3,2:57.0,57-104,Hornets,Charlotte full timeout
3,2:57.0,57-104,Hornets,C. Sexton enters the game for B. Miller
3,2:40.0,57-106,Hornets,J. Green makes 2-pt layup from 6 ft (assist by R. Kalkbrenner)
3,2:40.0,57-106,76ers,Violation by Team (def goaltending)
3,2:24.0,57-106,76ers,Q. Grimes misses 2-pt layup from 6 ft
3,2:21.0,57-106,Hornets,Defensive rebound by G. Williams
3,1:58.0,57-106,Hornets,G. Williams misses 3-pt jump shot from 25 ft
3,1:58.0,57-106,Hornets,Offensive rebound by Team
3,1:58.0,57-106,Hornets,Turnover by Team (shot clock)
3,1:47.0,57-106,76ers,Turnover by J. McCain (step out of bounds)
3,1:33.0,57-106,Hornets,Offensive foul by R. Kalkbrenner (drawn by T. Watford)
