quarter,time,score,team,description
1,11:48.0,0-0,Nuggets,Offensive foul by C. Braun (drawn by O. Anunoby)
1,11:48.0,0-0,Nuggets,Turnover by C. Braun (offensive foul)
1,11:33.0,0-3,Knicks,J. Brunson makes 3-pt jump shot from 24 ft (assist by J. Clarkson)
1,11:21.0,0-3,Nuggets,P. Watson misses 2-pt jump shot from 5 ft
1,11:18.0,0-3,Knicks,Defensive rebound by O. Anunoby
1,10:52.0,0-5,Knicks,J. Clarkson makes 2-pt jump shot from 13 ft
1,10:40.0,0-5,Nuggets,J. Murray misses 2-pt jump shot from 4 ft
1,10:37.0,0-5,Knicks,Defensive rebound by J. Brunson
1,10:34.0,0-5,Knicks,J. Brunson misses 3-pt jump shot from 26 ft
1,10:31.0,0-5,Nuggets,Defensive rebound by N. Jokić
1,10:23.0,0-5,Nuggets,S. Jones misses 3-pt jump shot from 24 ft
1,10:20.0,0-5,Knicks,Defensive rebound by K. Towns
1,10:10.0,0-8,Knicks,K. Towns makes 3-pt jump shot from 26 ft (assist by M. Bridges)
1,9:52.0,0-8,Nuggets,J. Murray misses 2-pt jump shot from 4 ft
1,9:48.0,0-8,Nuggets,Offensive rebound by N. Jokić
1,9:48.0,0-8,Nuggets,N. Jokić misses 2-pt layup at rim
1,9:46.0,0-8,Nuggets,Offensive rebound by N. Jokić
1,9:46.0,2-8,Nuggets,N. Jokić makes 2-pt layup at rim
1,9:41.0,2-11,Knicks,O. Anunoby makes 3-pt jump shot from 25 ft (assist by M. Bridges)
1,9:15.0,4-11,Nuggets,J. Murray makes 2-pt jump shot from 18 ft
1,9:01.0,4-11,Knicks,Turnover by J. Brunson (bad pass; steal by P. Watson)
1,8:53.0,4-11,Nuggets,P. Watson misses 3-pt jump shot from 25 ft
1,8:52.0,4-11,Knicks,Defensive rebound by K. Towns
1,8:46.0,4-11,Knicks,Turnover by J. Brunson (lost ball)
1,8:46.0,4-11,Nuggets,Denver full timeout
1,8:46.0,4-11,Nuggets,Instant Replay (Challenge: Ruling Stands)
