quarter,time,score,team,description
1,2:19.0,24-21,76ers,Defensive rebound by Q. Grimes
1,2:03.0,24-21,76ers,Q. Grimes misses 3-pt jump shot from 28 ft
1,1:59.0,24-21,Nuggets,Defensive rebound by J. Strawther
1,1:52.0,24-21,Nuggets,Turnover by J. Strawther (bad pass; steal by J. Walker)
1,1:52.0,24-21,Nuggets,H. Tyson enters the game for B. Brown
1,1:32.0,24-23,76ers,J. Walker makes 2-pt layup from 1 ft (assist by T. Maxey)
1,1:17.0,24-23,Nuggets,S. Jones misses 3-pt jump shot from 28 ft
1,1:15.0,24-23,76ers,Defensive rebound by A. Bona
1,1:10.0,24-26,76ers,T. Maxey makes 3-pt jump shot from 29 ft (assist by J. McCain)
1,0:55.0,24-26,Nuggets,Shooting foul by A. Bona (drawn by Z. Nnaji)
1,0:55.0,25-26,Nuggets,Z. Nnaji makes free throw 1 of 2
1,0:55.0,26-26,Nuggets,Z. Nnaji makes free throw 2 of 2
1,0:43.0,26-26,76ers,T. Maxey misses 2-pt layup from 2 ft
1,0:42.0,26-26,Nuggets,Defensive rebound by Team
1,0:27.0,29-26,Nuggets,Z. Nnaji makes 3-pt jump shot from 26 ft (assist by J. Strawther)
1,0:06.0,29-26,76ers,J. McCain misses 3-pt jump shot from 27 ft
1,0:03.0,29-26,Nuggets,Defensive rebound by Team
1,0:03.0,29-26,76ers,Loose ball foul by Q. Grimes (drawn by J. Strawther)
1,0:03.0,29-26,Nuggets,J. Strawther misses free throw 1 of 2
1,0:03.0,29-26,Nuggets,Offensive rebound by Team
1,0:03.0,29-26,Nuggets,J. Strawther misses free throw 2 of 2
1,0:01.0,29-26,76ers,Defensive rebound by A. Bona
1,0:00.0,29-26,76ers,Offensive rebound by Team
2,11:49.0,29-26,76ers,Shooting foul by J. Strawther (drawn by Q. Grimes)
2,11:49.0,29-27,76ers,Q. Grimes makes free throw 1 of 2
2,11:49.0,29-27,76ers,P. George enters the game for J. Walker
2,11:49.0,29-27,76ers,Q. Grimes misses free throw 2 of 2
2,11:46.0,29-27,Nuggets,Defensive rebound by P. Watson
2,11:39.0,29-27,Nuggets,Personal foul by A. Bona (drawn by Z. Nnaji)
2,11:29.0,29-27,Nuggets,Turnover by H. Tyson (bad pass; steal by P. George)
2,11:23.0,29-29,76ers,A. Bona makes 2-pt layup from 1 ft (assist by Q. Grimes)
2,11:07.0,29-29,Nuggets,J. Strawther misses 3-pt jump shot from 24 ft
2,11:05.0,29-29,76ers,Defensive rebound by Q. Grimes
2,10:58.0,29-29,76ers,Turnover by Q. Grimes (bad pass; steal by Z. Nnaji)
2,10:50.0,29-29,Nuggets,Shooting foul by P. George (drawn by J. Strawther)
